base_demand_MW,ev_demand_MW,total_demand_MW
15910.138664794997,1260,17170.138664795
17806.667182406058,1400,19206.667182406058
18097.847030644476,1530,19627.847030644476
18247.73110151346,1520,19767.73110151346
18314.120721972224,1500,19814.120721972224
18850.50260273638,1490,20340.50260273638
18827.649008169832,1270,20097.649008169832
19077.299977648057,660,19737.299977648057
19040.15647959816,625,19665.15647959816
18150.990300112448,750,18900.990300112448
18215.171853705855,785,19000.171853705855
21755.787595397986,785,22540.787595397986
21751.851208785647,775,22526.851208785647
20951.08356136468,805,21756.08356136468
18381.742513448706,730,19111.742513448706
15897.792352201495,620,16517.792352201497
13730.163658477673,570,14300.163658477673
12164.199357242052,560,12724.199357242052
11740.855328494274,545,12285.855328494274
11955.736933098175,460,12415.736933098175
12065.314045217865,460,12525.314045217865
12944.772521261164,615,13559.772521261164
14870.55331188519,1020,15890.55331188519
15085.826504948964,1180,16265.826504948964
16158.11461976161,1260,17418.11461976161
17770.708700742594,1400,19170.708700742594
18196.240294342126,1530,19726.240294342126
18346.126415412466,1520,19866.126415412466
18623.137322047816,1500,20123.137322047816
18850.50260273638,1490,20340.50260273638
18827.649008169832,1270,20097.649008169832
18827.649008169832,660,19487.649008169832
18704.708683581794,625,19329.708683581794
18229.592970076275,750,18979.592970076275
18382.902927418807,785,19167.902927418807
21916.925221535268,785,22701.925221535268
21976.202693474137,775,22751.202693474137
20067.0039314546,805,20872.0039314546
17673.9514977307,730,18403.9514977307
15877.998683165635,620,16497.998683165635
13678.357120296814,570,14248.357120296814
12164.199357242052,560,12724.199357242052
11740.855328494274,545,12285.855328494274
11924.561571208975,460,12384.561571208975
12034.138683328665,460,12494.138683328665
12940.106262964451,615,13555.106262964451
14865.887053588476,1020,15885.887053588476
15102.447487379304,1180,16282.447487379304
15910.138664794997,1260,17170.138664795
17544.981530941142,1400,18944.981530941142
17956.692717168917,1530,19486.692717168917
18275.64869344067,1520,19795.64869344067
18348.48414697715,1500,19848.48414697715
18266.674962085348,1490,19756.674962085348
18229.592970076275,1270,19499.592970076275
18219.86476462026,660,18879.86476462026
18259.622269404903,625,18884.622269404903
18325.6305524106,750,19075.6305524106
18378.574952346593,785,19163.574952346593
21397.654321326638,785,22182.654321326638
21456.931793265503,775,22231.931793265503
20067.0039314546,805,20872.0039314546
17857.50807574608,730,18587.50807574608
15694.4400549489,620,16314.4400549489
13766.876614241839,570,14336.876614241839
12457.953233288703,560,13017.953233288703
12190.759715868555,545,12735.759715868555
12422.508327066067,460,12882.508327066067
12633.444319151502,460,13093.444319151502
13648.492862177716,615,14263.492862177716
15278.775055397226,1020,16298.775055397226
15363.272054272762,1180,16543.272054272762
16504.623252118396,1260,17764.623252118396
19065.129982371567,1400,20465.129982371567
19569.903908759432,1530,21099.903908759432
19530.693807738062,1520,21050.693807738062
19415.230567512113,1500,20915.230567512113
19395.97507633341,1490,20885.97507633341
19416.042447250908,1270,20686.042447250908
19465.077113192245,660,20125.077113192245
19357.90078686581,625,19982.90078686581
19407.011310257483,750,20157.011310257483
19504.998634085732,785,20289.998634085732
22294.326287993485,785,23079.326287993485
22507.975721579667,775,23282.975721579667
22088.846906829272,805,22893.846906829272
18860.341519065874,730,19590.341519065874
15242.85962796233,620,15862.85962796233
13620.852047434182,570,14190.852047434182
12457.953233288703,560,13017.953233288703
12190.759715868555,545,12735.759715868555
12449.016405557868,460,12909.016405557868
12633.444319151502,460,13093.444319151502
13648.492862177716,615,14263.492862177716
15278.775055397226,1020,16298.775055397226
15363.272054272762,1180,16543.272054272762
16504.623252118396,1260,17764.623252118396
19180.375901253297,1400,20580.375901253297
19569.903908759432,1530,21099.903908759432
19401.075977318567,1520,20921.075977318567
19447.57659437821,1500,20947.57659437821
19438.89604181745,1490,20928.89604181745
19416.042447250908,1270,20686.042447250908
19480.841111453854,660,20140.841111453854
19386.574903095083,625,20011.574903095083
19355.36673798411,750,20105.36673798411
19504.998634085732,785,20289.998634085732
22294.326287993485,785,23079.326287993485
22603.15836994663,775,23378.15836994663
22090.130332881006,805,22895.130332881006
18941.256816164452,730,19671.256816164452
15389.554610614903,620,16009.554610614903
13562.992289736167,570,14132.992289736167
12205.861499090692,560,12765.861499090692
11785.559969162037,545,12330.559969162037
11955.736933098175,460,12415.736933098175
12065.314045217865,460,12525.314045217865
12971.281624853653,615,13586.281624853653
14853.932329454847,1020,15873.932329454847
14943.612237369969,1180,16123.612237369969
16032.867818642899,1260,17292.8678186429
17770.708700742594,1400,19170.708700742594
18196.240294342126,1530,19726.240294342126
18346.126415412466,1520,19866.126415412466
18391.36205823262,1500,19891.36205823262
18850.50260273638,1490,20340.50260273638
18827.649008169832,1270,20097.649008169832
19077.299977648057,660,19737.299977648057
19091.786700462013,625,19716.786700462013
18135.716299976022,750,18885.716299976022
18130.201258316018,785,18915.201258316018
21692.573736846785,785,22477.573736846785
21772.14410185281,775,22547.14410185281
21452.661223831383,805,22257.661223831383
18381.742513448706,730,19111.742513448706
16402.230045566226,620,17022.230045566226
14329.003898591654,570,14899.003898591654
12205.861499090692,560,12765.861499090692
11740.855328494274,545,12285.855328494274
11955.736933098175,460,12415.736933098175
12065.314045217865,460,12525.314045217865
12971.281624853653,615,13586.281624853653
14853.932329454847,1020,15873.932329454847
15067.343939683202,1180,16247.343939683202
16212.978008171121,1260,17472.97800817112
17716.550581601132,1400,19116.550581601132
18097.847030644476,1530,19627.847030644476
18247.73110151346,1520,19767.73110151346
18228.781090337478,1500,19728.781090337478
18281.510219130607,1490,19771.510219130607
18314.932601711025,1270,19584.932601711025
18623.949201786607,660,19283.949201786607
18501.008877198572,625,19126.008877198572
18219.86476462026,750,18969.86476462026
18284.04631821366,785,19069.04631821366
21771.17845701197,785,22556.17845701197
21830.45592895083,775,22605.45592895083
20951.08356136468,805,21756.08356136468
17877.300719681254,730,18607.300719681254
15897.792352201495,620,16517.792352201497
13696.628514822432,570,14266.628514822432
12205.861499090692,560,12765.861499090692
11785.559969162037,545,12330.559969162037
11955.736933098175,460,12415.736933098175
12065.314045217865,460,12525.314045217865
12971.281624853653,615,13586.281624853653
14853.932329454847,1020,15873.932329454847
15085.826504948964,1180,16265.826504948964
16158.11461976161,1260,17418.11461976161
17880.339118097658,1400,19280.339118097658
18207.477447999547,1530,19737.477447999547
18357.363569069883,1520,19877.363569069883
18320.1257617574,1500,19820.1257617574
18646.802796353164,1490,20136.802796353164
18623.949201786607,1270,19893.949201786607
18827.649008169832,660,19487.649008169832
18704.708683581794,625,19329.708683581794
18171.283193179614,750,18921.283193179614
18235.46474677302,785,19020.46474677302
21755.787595397986,785,22540.787595397986
21751.851208785647,775,22526.851208785647
20951.08356136468,805,21756.08356136468
17662.12593628279,730,18392.12593628279
15897.792352201495,620,16517.792352201497
13788.73996155122,570,14358.73996155122
12164.199357242052,560,12724.199357242052
11740.855328494274,545,12285.855328494274
11924.561571208975,460,12384.561571208975
12034.138683328665,460,12494.138683328665
12905.29384386156,615,13520.29384386156
14868.45800609466,1020,15888.45800609466
15102.447487379304,1180,16282.447487379304
15939.310979954891,1260,17199.31097995489
17770.708700742594,1400,19170.708700742594
18097.847030644476,1530,19627.847030644476
18247.73110151346,1520,19767.73110151346
18208.785476467605,1500,19708.785476467605
18343.79123606275,1490,19833.79123606275
18572.1139607867,1270,19842.1139607867
19050.835978485502,660,19710.835978485502
19040.15647959816,625,19665.15647959816
18259.622269404903,750,19009.622269404903
18159.45968193306,785,18944.45968193306
21692.573736846785,785,22477.573736846785
21751.851208785647,775,22526.851208785647
21164.193791993028,805,21969.193791993028
18381.742513448706,730,19111.742513448706
16402.230045566226,620,17022.230045566226
13682.220724760855,570,14252.220724760855
12110.264710048898,560,12670.264710048898
11709.679966605076,545,12254.679966605076
11924.561571208975,460,12384.561571208975
12034.138683328665,460,12494.138683328665
12940.106262964451,615,13555.106262964451
14865.887053588476,1020,15885.887053588476
15085.826504948964,1180,16265.826504948964
15955.93196238524,1260,17215.931962385243
17770.708700742594,1400,19170.708700742594
18097.847030644476,1530,19627.847030644476
18346.126415412466,1520,19866.126415412466
18170.471313440816,1500,19670.471313440816
18850.50260273638,1490,20340.50260273638
19046.96109791398,1270,20316.96109791398
19128.930198511902,660,19788.930198511902
19091.786700462013,625,19716.786700462013
18135.716299976022,750,18885.716299976022
18368.239887287833,785,19153.239887287833
21660.098547294958,785,22445.098547294958
21617.487162216374,775,22392.487162216374
21452.661223831383,805,22257.661223831383
18570.67881983429,730,19300.67881983429
16835.23052272241,620,17455.23052272241
14412.743348064456,570,14982.743348064456
12332.491161027125,560,12892.491161027125
12167.951225731942,545,12712.951225731942
12363.12424465645,460,12823.12424465645
12587.997505591207,460,13047.997505591207
13629.55412710923,615,14244.55412710923
15216.707259406588,1020,16236.707259406588
15378.642413873138,1180,16558.642413873138
16562.2287848477,1260,17822.2287848477
19377.847195903032,1400,20777.847195903032
19698.869775146268,1530,21228.869775146268
19587.611497910882,1520,21107.611497910882
19517.734484937744,1500,21017.734484937744
19572.26369052548,1490,21062.26369052548
19549.410095958934,1270,20819.410095958934
19540.37895896552,660,20200.37895896552
19567.324755447808,625,20192.324755447808
19357.90078686581,750,20107.90078686581
19504.998634085732,785,20289.998634085732
22458.797541543092,785,23243.797541543092
22622.1657867607,775,23397.1657867607
22062.03437343542,805,22867.03437343542
18860.341519065874,730,19590.341519065874
15242.85962796233,620,15862.85962796233
13562.537145034112,570,14132.537145034112
12406.011381818042,560,12966.011381818042
12190.759715868555,545,12735.759715868555
12403.569591997575,460,12863.569591997575
12587.997505591207,460,13047.997505591207
13629.55412710923,615,14244.55412710923
15216.707259406588,1020,16236.707259406588
15363.272054272762,1180,16543.272054272762
16578.42025009299,1260,17838.42025009299
19309.341767640126,1400,20709.341767640126
19646.95662649465,1530,21176.95662649465
19598.547271968295,1520,21118.547271968295
19517.734484937744,1500,21017.734484937744
19572.26369052548,1490,21062.26369052548
19549.410095958934,1270,20819.410095958934
19540.37895896552,660,20200.37895896552
19503.235460915625,625,20128.235460915625
19445.34802549924,750,20195.34802549924
19601.224834945235,785,20386.224834945235
22160.08525350585,785,22945.08525350585
22323.45349872346,775,23098.45349872346
22071.12291606694,805,22876.12291606694
18941.256816164452,730,19671.256816164452
15389.554610614903,620,16009.554610614903
13491.116330436445,570,14061.116330436445
12294.083713838432,560,12854.083713838432
11904.395790626168,545,12449.395790626168
11837.532573653105,460,12297.532573653105
12091.556622633474,460,12551.556622633474
12971.281624853653,615,13586.281624853653
14853.932329454847,1020,15873.932329454847
15067.343939683202,1180,16247.343939683202
16088.258108802082,1260,17348.25810880208
17869.40334404024,1400,19269.40334404024
18083.749846089035,1530,19613.749846089035
18263.66321628663,1520,19783.66321628663
19076.488097909256,1500,20576.488097909256
19151.78379307845,1490,20641.78379307845
19154.21328169075,1270,20424.21328169075
19164.08090083929,660,19824.08090083929
19126.937402789405,625,19751.937402789405
18978.107135419774,750,19728.107135419774
19054.44228267878,785,19839.44228267878
22219.13515309369,785,23004.13515309369
22001.213099872024,775,22776.213099872024
21324.603596647292,805,22129.603596647292
19070.940253027486,730,19800.940253027486
17354.495272326956,620,17974.495272326956
14914.98322557063,570,15484.98322557063
12678.918810430167,560,13238.918810430167
12289.232937419267,545,12834.232937419267
11837.532573653105,460,12297.532573653105
12091.556622633474,460,12551.556622633474
12971.281624853653,615,13586.281624853653
14853.932329454847,1020,15873.932329454847
15008.671277145711,1180,16188.671277145711
16088.258108802082,1260,17348.25810880208
17794.503337733644,1400,19194.503337733644
18121.643717836898,1530,19651.643717836898
18233.63391695801,1520,19753.63391695801
18623.137322047816,1500,20123.137322047816
18850.50260273638,1490,20340.50260273638
18827.649008169832,1270,20097.649008169832
18218.2184529277,660,18878.2184529277
18318.721373825396,625,18943.721373825396
18215.998084854178,750,18965.998084854178
18308.0972303748,785,19093.0972303748
21208.72006514242,785,21993.72006514242
20763.55779351519,775,21538.55779351519
20078.829492902507,805,20883.829492902507
17722.049221650243,730,18452.049221650243
16087.223782215659,620,16707.22378221566
13678.357120296814,570,14248.357120296814
12141.440071938096,560,12701.440071938096
11714.348275103148,545,12259.348275103148
11924.561571208975,460,12384.561571208975
12034.138683328665,460,12494.138683328665
12940.106262964451,615,13555.106262964451
14865.887053588476,1020,15885.887053588476
15102.447487379304,1180,16282.447487379304
15910.138664794997,1260,17170.138664795
17716.550581601132,1400,19116.550581601132
18133.80551230795,1530,19663.80551230795
18247.73110151346,1520,19767.73110151346
18348.48414697715,1500,19848.48414697715
18850.50260273638,1490,20340.50260273638
19019.05170679221,1270,20289.05170679221
19019.05170679221,660,19679.05170679221
18981.908208742316,625,19606.908208742316
18150.990300112448,750,18900.990300112448
18215.171853705855,785,19000.171853705855
21692.573736846785,785,22477.573736846785
21772.14410185281,775,22547.14410185281
21470.350361170593,805,22275.350361170593
19089.94766984156,730,19819.94766984156
17354.495272326956,620,17974.495272326956
14914.98322557063,570,15484.98322557063
12294.083713838432,560,12854.083713838432
11782.207889937463,545,12327.207889937463
11955.736933098175,460,12415.736933098175
12065.314045217865,460,12525.314045217865
12944.772521261164,615,13559.772521261164
14870.55331188519,1020,15890.55331188519
15085.826504948964,1180,16265.826504948964
16004.365919327915,1260,17264.365919327916
17806.667182406058,1400,19206.667182406058
18097.847030644476,1530,19627.847030644476
18247.73110151346,1520,19767.73110151346
18170.471313440816,1500,19670.471313440816
18594.967555353254,1490,20084.967555353254
18623.949201786607,1270,19893.949201786607
19019.05170679221,660,19679.05170679221
18981.908208742316,625,19606.908208742316
18150.990300112448,750,18900.990300112448
18293.774523669686,785,19078.774523669686
21771.17845701197,785,22556.17845701197
21830.45592895083,775,22605.45592895083
21452.661223831383,805,22257.661223831383
18570.67881983429,730,19300.67881983429
16835.23052272241,620,17455.23052272241
13682.220724760855,570,14252.220724760855
12205.861499090692,560,12765.861499090692
11785.559969162037,545,12330.559969162037
12000.439523564573,460,12460.439523564573
12065.314045217865,460,12525.314045217865
12994.504255665104,615,13609.504255665104
14819.02355088801,1020,15839.02355088801
15067.343939683202,1180,16247.343939683202
16088.258108802082,1260,17348.25810880208
17869.40334404024,1400,19269.40334404024
18121.643717836898,1530,19651.643717836898
18233.63391695801,1520,19753.63391695801
18826.837128431034,1500,20326.837128431034
19041.905301358747,1490,20531.905301358747
19050.835978485502,1270,20320.835978485502
19077.299977648057,660,19737.299977648057
19040.15647959816,625,19665.15647959816
18150.990300112448,750,18900.990300112448
18215.171853705855,785,19000.171853705855
21712.866629913944,785,22497.866629913944
21751.851208785647,775,22526.851208785647
21470.350361170593,805,22275.350361170593
18570.67881983429,730,19300.67881983429
16835.23052272241,620,17455.23052272241
14914.98322557063,570,15484.98322557063
12820.621552769691,560,13380.621552769691
12609.965413169975,545,13154.965413169975
12369.048301487885,460,12829.048301487885
12799.976025068507,460,13259.976025068507
13794.700922007147,615,14409.700922007147
15145.109102391238,1020,16165.109102391238
15291.673897257402,1180,16471.673897257402
16636.454274906653,1260,17896.454274906653
19309.341767640126,1400,20709.341767640126
19646.95662649465,1530,21176.95662649465
19497.695816839303,1520,21017.695816839303
19489.06036870847,1500,20989.06036870847
19541.399959243092,1490,21031.399959243092
19489.87224844727,1270,20759.87224844727
19509.515227683125,660,20169.515227683125
19386.574903095083,625,20011.574903095083
19415.691862818247,750,20165.691862818247
19504.998634085732,785,20289.998634085732
22294.326287993485,785,23079.326287993485
22457.6945332111,775,23232.6945332111
22088.846906829272,805,22893.846906829272
18914.4442827706,730,19644.4442827706
15296.962391667059,620,15916.962391667059
13491.116330436445,570,14061.116330436445
12454.911759570261,560,13014.911759570261
12190.759715868555,545,12735.759715868555
12363.12424465645,460,12823.12424465645
12587.997505591207,460,13047.997505591207
13641.906590306806,615,14256.906590306806
15173.403931368795,1020,16193.403931368795
15310.30202681977,1180,16490.302026819772
16562.2287848477,1260,17822.2287848477
19377.847195903032,1400,20777.847195903032
19698.869775146268,1530,21228.869775146268
19530.041843705396,1520,21050.041843705396
19489.06036870847,1500,20989.06036870847
19512.725843013817,1490,21002.725843013817
19489.87224844727,1270,20759.87224844727
19540.37895896552,660,20200.37895896552
19503.235460915625,625,20128.235460915625
19412.317231378707,750,20162.317231378707
19583.330677469967,785,20368.330677469967
22457.51411549136,785,23242.51411549136
22622.1657867607,775,23397.1657867607
22062.03437343542,805,22867.03437343542
18860.341519065874,730,19590.341519065874
15242.85962796233,620,15862.85962796233
13562.537145034112,570,14132.537145034112
12205.861499090692,560,12765.861499090692
11785.559969162037,545,12330.559969162037
11955.736933098175,460,12415.736933098175
12065.314045217865,460,12525.314045217865
12971.281624853653,615,13586.281624853653
14853.932329454847,1020,15873.932329454847
15008.671277145711,1180,16188.671277145711
16212.978008171121,1260,17472.97800817112
17869.40334404024,1400,19269.40334404024
18121.643717836898,1530,19651.643717836898
18271.527788705873,1520,19791.527788705873
18826.837128431034,1500,20326.837128431034
19100.1535722146,1490,20590.1535722146
19077.299977648057,1270,20347.299977648057
19154.21328169075,660,19814.21328169075
19117.06978364086,625,19742.06978364086
18919.858864563925,750,19669.858864563925
18970.09084809985,785,19755.09084809985
21941.935627933162,785,22726.935627933162
22001.213099872024,775,22776.213099872024
21324.603596647292,805,22129.603596647292
19070.940253027486,730,19800.940253027486
17354.495272326956,620,17974.495272326956
15587.408267818386,570,16157.408267818386
13258.307765135509,560,13818.307765135509
12731.321957206961,545,13276.321957206961
12026.097793592415,460,12486.097793592415
12251.400571712216,460,12711.400571712216
13072.879353277907,615,13687.879353277907
14835.449764189088,1020,15855.449764189088
14972.33350823054,1180,16152.33350823054
16024.82487870529,1260,17284.82487870529
17794.503337733644,1400,19194.503337733644
18083.749846089035,1530,19613.749846089035
18233.63391695801,1520,19753.63391695801
19018.239827053414,1500,20518.239827053414
19100.1535722146,1490,20590.1535722146
19077.299977648057,1270,20347.299977648057
19136.032096025003,660,19796.032096025003
19098.888597975114,625,19723.888597975114
18919.858864563925,750,19669.858864563925
19027.978283516233,785,19812.978283516233
22219.13515309369,785,23004.13515309369
22278.41262503255,775,23053.41262503255
21324.603596647292,805,22129.603596647292
19070.940253027486,730,19800.940253027486
17335.487855512885,620,17955.487855512885
15587.408267818386,570,16157.408267818386
13246.180824087594,560,13806.180824087594
12731.321957206961,545,13276.321957206961
12026.097793592415,460,12486.097793592415
12251.400571712216,460,12711.400571712216
12971.281624853653,615,13586.281624853653
14819.02355088801,1020,15839.02355088801
14905.956188979935,1180,16085.956188979935
15995.209720051504,1260,17255.209720051505
17794.503337733644,1400,19194.503337733644
18121.643717836898,1530,19651.643717836898
18233.63391695801,1520,19753.63391695801
19018.239827053414,1500,20518.239827053414
19100.1535722146,1490,20590.1535722146
19077.299977648057,1270,20347.299977648057
19154.21328169075,660,19814.21328169075
19117.06978364086,625,19742.06978364086
18438.95953302018,750,19188.95953302018
18503.141086613592,785,19288.141086613592
21692.573736846785,785,22477.573736846785
21830.45592895083,775,22605.45592895083
20762.145204777746,805,21567.145204777746
17662.12593628279,730,18392.12593628279
15897.792352201495,620,16517.792352201497
13717.374502390288,570,14287.374502390288
12164.199357242052,560,12724.199357242052
11740.855328494274,545,12285.855328494274
11955.736933098175,460,12415.736933098175
12065.314045217865,460,12525.314045217865
12940.106262964451,615,13555.106262964451
14865.887053588476,1020,15885.887053588476
15085.826504948964,1180,16265.826504948964
16158.11461976161,1260,17418.11461976161
17770.708700742594,1400,19170.708700742594
18097.847030644476,1530,19627.847030644476
18247.73110151346,1520,19767.73110151346
18320.1257617574,1500,19820.1257617574
18850.50260273638,1490,20340.50260273638
18652.623318015885,1270,19922.623318015885
18623.949201786607,660,19283.949201786607
18501.008877198572,625,19126.008877198572
18191.992277122972,750,18941.992277122972
18130.201258316018,785,18915.201258316018
21627.906285530913,785,22412.906285530913
21721.063334953604,775,22496.063334953604
21452.661223831383,805,22257.661223831383
18570.67881983429,730,19300.67881983429
16835.23052272241,620,17455.23052272241
13684.802953374523,570,14254.802953374523
12205.861499090692,560,12765.861499090692
11785.559969162037,545,12330.559969162037
11955.736933098175,460,12415.736933098175
12065.314045217865,460,12525.314045217865
12940.106262964451,615,13555.106262964451
14865.887053588476,1020,15885.887053588476
15102.447487379304,1180,16282.447487379304
15955.93196238524,1260,17215.931962385243
17806.667182406058,1400,19206.667182406058
18133.80551230795,1530,19663.80551230795
18247.73110151346,1520,19767.73110151346
18228.781090337478,1500,19728.781090337478
18228.85489758646,1490,19718.85489758646
18258.65662456406,1270,19528.65662456406
18827.649008169832,660,19487.649008169832
18501.008877198572,625,19126.008877198572
18150.990300112448,750,18900.990300112448
18184.38603007517,785,18969.38603007517
21692.573736846785,785,22477.573736846785
21815.065067336847,775,22590.065067336847
20951.08356136468,805,21756.08356136468
18381.742513448706,730,19111.742513448706
16402.230045566226,620,17022.230045566226
13684.802953374523,570,14254.802953374523
12454.911759570261,560,13014.911759570261
12190.759715868555,545,12735.759715868555
12403.569591997575,460,12863.569591997575
12587.997505591207,460,13047.997505591207
13629.55412710923,615,14244.55412710923
15216.707259406588,1020,16236.707259406588
15363.272054272762,1180,16543.272054272762
16578.42025009299,1260,17838.42025009299
19377.847195903032,1400,20777.847195903032
19698.869775146268,1530,21228.869775146268
19497.695816839303,1520,21017.695816839303
19548.59821622014,1500,21048.59821622014
19572.26369052548,1490,21062.26369052548
19549.410095958934,1270,20819.410095958934
19540.37895896552,660,20200.37895896552
19503.235460915625,625,20128.235460915625
19357.90078686581,750,20107.90078686581
19455.89016089542,785,20240.89016089542
22143.70619483606,785,22928.70619483606
22307.07444005366,775,23082.07444005366
22090.130332881006,805,22895.130332881006
18941.256816164452,730,19671.256816164452
15389.554610614903,620,16009.554610614903
13644.695889257895,570,14214.695889257895
12538.452339511085,560,13098.452339511085
12327.796199911367,545,12872.796199911367
12319.820916618655,460,12779.820916618655
12587.997505591207,460,13047.997505591207
13629.55412710923,615,14244.55412710923
15216.707259406588,1020,16236.707259406588
15363.272054272762,1180,16543.272054272762
16578.42025009299,1260,17838.42025009299
19309.991681471438,1400,20709.991681471438
19699.521739178937,1530,21229.521739178937
19530.693807738062,1520,21050.693807738062
19517.22808520168,1500,21017.22808520168
19512.055427168907,1490,21002.055427168907
19489.201832602357,1270,20759.201832602357
19412.317231378707,660,20072.317231378707
19412.317231378707,625,20037.317231378707
19170.090041027197,750,19920.090041027197
19502.41538037138,785,20287.41538037138
22376.598818392777,785,23161.598818392777
22539.967063610384,775,23314.967063610384
21786.333545469482,805,22591.333545469482
18992.909589243263,730,19722.909589243263
15618.516998163364,620,16238.516998163364
13651.087391999552,570,14221.087391999552
12164.199357242052,560,12724.199357242052
11740.855328494274,545,12285.855328494274
11955.736933098175,460,12415.736933098175
12065.314045217865,460,12525.314045217865
12971.281624853653,615,13586.281624853653
14853.932329454847,1020,15873.932329454847
15085.826504948964,1180,16265.826504948964
16158.11461976161,1260,17418.11461976161
17770.708700742594,1400,19170.708700742594
18097.847030644476,1530,19627.847030644476
18247.73110151346,1520,19767.73110151346
18266.769271347934,1500,19766.769271347934
18089.654426007546,1490,19579.654426007546
18243.91567678139,1270,19513.91567678139
17988.938284168344,660,18648.938284168344
17988.938284168344,625,18613.938284168344
17445.07316843802,750,18195.07316843802
17566.14575958656,785,18351.14575958656
19643.77676418437,785,20428.77676418437
19703.054236123236,775,20478.054236123236
19130.968098664333,805,19935.968098664333
17735.633855865544,730,18465.633855865544
16067.863730767564,620,16687.863730767564
13659.604953552138,570,14229.604953552138
12431.257561372402,560,12991.257561372402
12119.718188522598,545,12664.718188522598
12495.147986372602,460,12955.147986372602
12604.726123592976,460,13064.726123592976
13322.507770541162,615,13937.507770541162
15157.419536460917,1020,16177.419536460917
15097.921667875793,1180,16277.921667875793
15861.136802075429,1260,17121.13680207543
17331.5904227264,1400,18731.5904227264
18305.483223640036,1530,19835.483223640036
18687.384482084766,1520,20207.384482084766
18872.75958870699,1500,20372.75958870699
18883.99674236441,1490,20373.99674236441
18954.847600983827,1270,20224.847600983827
19643.91822807825,660,20303.91822807825
19689.72382687665,625,20314.72382687665
18953.95371319061,750,19703.95371319061
18940.836524885523,785,19725.836524885523
20899.30982640559,785,21684.30982640559
21028.076823260446,775,21803.076823260446
20401.555789476395,805,21206.555789476395
19110.275416331853,730,19840.275416331853
16953.500488611022,620,17573.500488611022
15016.565577484682,570,15586.565577484682
12460.122346328213,560,13020.122346328213
12162.474112797114,545,12707.474112797114
12537.903910647121,460,12997.903910647121
12602.77843230041,460,13062.77843230041
13320.560079248597,615,13935.560079248597
15070.177317963546,1020,16090.177317963546
15093.969904753247,1180,16273.969904753247
16134.940168682135,1260,17394.940168682137
17732.423240534852,1400,19132.423240534852
18549.463336154855,1530,20079.463336154855
18892.876164457142,1520,20412.876164457142
19291.757190570308,1500,20791.757190570308
19864.300522932637,1490,21354.300522932637
19841.44692836608,1270,21111.44692836608
19413.52890038282,660,20073.52890038282
19290.588575794773,625,19915.588575794773
18703.99111310558,750,19453.99111310558
18490.649209723484,785,19275.649209723484
20492.377659549373,785,21277.377659549373
20620.250768611008,775,21395.250768611008
19873.247601670264,805,20678.247601670264
18226.765742400014,730,18956.765742400014
16439.30896227326,620,17059.30896227326
13990.103563484037,570,14560.103563484037
12431.257561372402,560,12991.257561372402
12119.718188522598,545,12664.718188522598
12495.147986372602,460,12955.147986372602
12604.726123592976,460,13064.726123592976
13327.28986521475,615,13942.28986521475
15157.419536460917,1020,16177.419536460917
15110.590887183584,1180,16290.590887183584
15886.41988525428,1260,17146.41988525428
17594.553349638965,1400,18994.553349638965
18390.308254733278,1530,19920.308254733278
18733.72313323692,1520,20253.72313323692
19189.523899724267,1500,20689.523899724267
19745.161271667126,1490,21235.161271667126
19538.43536807567,1270,20808.43536807567
19107.640907583493,660,19767.640907583493
19066.848051111745,625,19691.848051111745
18896.874057110304,750,19646.874057110304
18848.025959492777,785,19633.025959492777
20856.21049340317,785,21641.21049340317
20984.08360246481,775,21759.08360246481
20401.555789476395,805,21206.555789476395
19015.40849897443,730,19745.40849897443
16858.63357125359,620,17478.63357125359
14923.071269938177,570,15493.071269938177
12460.122346328213,560,13020.122346328213
12162.474112797114,545,12707.474112797114
12537.903910647121,460,12997.903910647121
12602.77843230041,460,13062.77843230041
13320.560079248597,615,13935.560079248597
15070.177317963546,1020,16090.177317963546
15093.969904753247,1180,16273.969904753247
16242.41582440721,1260,17502.41582440721
17732.423240534852,1400,19132.423240534852
18549.463336154855,1530,20079.463336154855
18892.876164457142,1520,20412.876164457142
18977.701195550377,1500,20477.701195550377
18976.80730775715,1490,20466.80730775715
18953.95371319061,1270,20223.95371319061
18849.905994140445,660,19509.905994140445
18861.14314779786,625,19486.14314779786
18703.99111310558,750,19453.99111310558
18690.873924800497,785,19475.873924800497
20692.60032442502,785,21477.60032442502
20820.47343348665,775,21595.47343348665
20274.865646599825,805,21079.865646599825
18885.58154801615,730,19615.58154801615
16728.80764539599,620,17348.80764539599
14828.679999296408,570,15398.679999296408
12775.180889813477,560,13335.180889813477
12615.0160842218,545,13160.0160842218
12960.944509593537,460,13420.944509593537
13145.372423187166,460,13605.372423187166
13998.744137118263,615,14613.744137118263
15482.306745268874,1020,16502.306745268874
15449.880760549717,1180,16629.880760549717
16686.648329717413,1260,17946.648329717413
19238.495009423426,1400,20638.495009423426
19869.587992241602,1530,21399.587992241602
19906.333751227536,1520,21426.333751227536
20115.77617162178,1500,21615.77617162178
20433.15554304724,1490,21923.15554304724
20514.25125786555,1270,21784.25125786555
20514.870418676455,660,21174.870418676455
20391.930094088406,625,21016.930094088406
20083.891440061812,750,20833.891440061812
20154.350710221363,785,20939.350710221363
22572.91379947514,785,23357.91379947514
22694.46203733934,775,23469.46203733934
22303.39022820867,805,23108.39022820867
20602.912215704448,730,21332.912215704448
17580.327002397793,620,18200.327002397793
