base_demand_MW,ev_demand_MW,total_demand_MW,h2_electrolyzer_MW
25545.199469559517,615,26160.199469559517,550
29707.531296202786,1020,30727.531296202786,550
30017.618757446184,1180,31197.618757446184,550
31454.138720567626,1260,32714.138720567626,550
34883.46624371003,1400,36283.46624371003,550
35264.76447679065,1530,36794.76447679065,550
35138.71513861854,1520,36658.71513861854,550
36074.638578776474,1500,37574.638578776474,550
36800.61375412772,1490,38290.61375412772,550
36755.361838745914,1270,38025.361838745914,550
37031.94778104357,660,37691.94778104357,550
36895.46537365722,625,37520.46537365722,550
35740.224204199854,750,36490.224204199854,550
35871.270860738776,785,36656.270860738776,550
41932.7176322551,785,42717.7176322551,550
42050.09169069537,775,42825.09169069537,550
39070.30969366676,805,39875.30969366676,550
33135.22484644298,730,33865.22484644298,550
30000.75737496316,620,30620.75737496316,550
26540.17732911807,570,27110.17732911807,550
23711.526661755815,560,24271.526661755815,550
22925.285288342282,545,23470.285288342282,550
23149.07259320784,460,23609.07259320784,550
23366.047956384107,460,23826.047956384107,550
25742.85741644941,615,26357.85741644941,550
29654.320613430136,1020,30674.320613430136,550
30032.058612385896,1180,31212.058612385896,550
31740.67870399885,1260,33000.67870399885,550
34883.46624371003,1400,36283.46624371003,550
35679.18465995651,1530,37209.18465995651,550
35564.89180756045,1520,37084.89180756045,550
35941.752941555016,1500,37441.752941555016,550
36145.50631779322,1490,37635.50631779322,550
36488.242790381206,1270,37758.242790381206,550
37001.46048540194,660,37661.46048540194,550
36958.40073242316,625,37583.40073242316,550
35856.82288667905,750,36606.82288667905,550
36067.834756207165,785,36852.834756207165,550
40904.5285122912,785,41689.5285122912,550
41021.902570731494,775,41796.902570731494,550
40438.43824937482,805,41243.43824937482,550
34531.900228110004,730,35261.900228110004,550
31033.970200433916,620,31653.970200433916,550
26555.7274737193,570,27125.7274737193,550
23794.020980628447,560,24354.020980628447,550
23013.803994263148,545,23558.803994263148,550
23210.802262652127,460,23670.802262652127,550
23427.77762582838,460,23887.77762582838,550
25804.587085893694,615,26419.587085893694,550
29630.649319037813,1020,30650.649319037813,550
30089.822091704766,1180,31269.822091704766,550
32109.94034166304,1260,33369.94034166304,550
34883.46624371003,1400,36283.46624371003,550
35241.34893467868,1530,36771.34893467868,550
35115.29959650658,1520,36635.29959650658,550
35601.49280057043,1500,37101.49280057043,550
35697.160391661055,1490,37187.160391661055,550
35740.224204199854,1270,37010.224204199854,550
35651.90847627926,660,36311.90847627926,550
35740.224204199854,625,36365.224204199854,550
35448.51234132155,750,36198.51234132155,550
35774.38540164649,785,36559.38540164649,550
40904.5285122912,785,41689.5285122912,550
42015.05768784753,775,42790.05768784753,550
40438.43824937482,805,41243.43824937482,550
33537.878394932755,730,34267.878394932755,550
29613.877246874905,620,30233.877246874905,550
26206.64387906266,570,26776.64387906266,550
24036.366564059354,560,24596.366564059354,550
23407.804590601114,545,23952.804590601114,550
23681.5589897949,460,24141.5589897949,550
23995.484765023535,460,24455.484765023535,550
26882.150604425,615,27497.150604425,550
30085.050078918255,1020,31105.050078918255,550
30346.34974801504,1180,31526.34974801504,550
32510.265732489654,1260,33770.26573248966,550
34151.81986303103,1400,35551.81986303103,550
34285.529590933606,1530,35815.529590933606,550
34067.52309951594,1520,35587.52309951594,550
33921.44186249648,1500,35421.44186249648,550
34121.34474606943,1490,35611.34474606943,550
34076.092830687645,1270,35346.092830687645,550
34295.024901786564,660,34955.024901786564,550
34056.98042218154,625,34681.98042218154,550
33988.13637382755,750,34738.13637382755,550
34513.469825684835,785,35298.469825684835,550
39688.19502431044,785,40473.19502431044,550
40052.56083260794,775,40827.56083260794,550
38837.90394290944,805,39642.90394290944,550
34416.90101227298,730,35146.90101227298,550
29852.283027320424,620,30472.283027320424,550
27066.448539336645,570,27636.448539336645,550
24036.366564059354,560,24596.366564059354,550
23407.804590601114,545,23952.804590601114,550
23719.0591753461,460,24179.0591753461,550
24032.98495057474,460,24492.98495057474,550
26850.721490862084,615,27465.721490862084,550
30213.041916553007,1020,31233.041916553007,550
30469.248867622846,1180,31649.248867622846,550
32633.164852097463,1260,33893.16485209746,550
34553.48084909948,1400,35953.48084909948,550
34528.42118518526,1530,36058.42118518526,550
34067.52309951594,1520,35587.52309951594,550
34322.621790704245,1500,35822.621790704245,550
34301.38217275524,1490,35791.38217275524,550
34256.13025737346,1270,35526.13025737346,550
34245.14508799846,660,34905.14508799846,550
34171.606158498056,625,34796.606158498056,550
34057.55282014232,750,34807.55282014232,550
34592.874819393255,785,35377.874819393255,550
39527.64348565122,785,40312.64348565122,550
39940.94323025553,775,40715.94323025553,550
38960.141354236344,805,39765.141354236344,550
34416.90101227298,730,35146.90101227298,550
29852.283027320424,620,30472.283027320424,550
26618.18583418458,570,27188.18583418458,550
23711.526661755815,560,24271.526661755815,550
22925.285288342282,545,23470.285288342282,550
23158.31621134046,460,23618.31621134046,550
23427.77762582838,460,23887.77762582838,550
25742.85741644941,615,26357.85741644941,550
29654.320613430136,1020,30674.320613430136,550
30122.73294466971,1180,31302.73294466971,550
31707.767851033917,1260,32967.76785103392,550
35015.10965556979,1400,36415.10965556979,550
35500.73858079285,1530,37030.73858079285,550
35620.16677659592,1520,37140.16677659592,550
36853.067328959325,1500,38353.067328959325,550
37069.52712801488,1490,38559.52712801488,550
37001.46048540194,1270,38271.46048540194,550
37226.00286842854,660,37886.00286842854,550
37152.455819808114,625,37777.455819808114,550
35728.00086902316,750,36478.00086902316,550
35909.21556811059,785,36694.21556811059,550
41958.08176316974,785,42743.08176316974,550
42154.178809237485,775,42929.178809237485,550
38692.69754107116,805,39497.69754107116,550
33498.68537285925,730,34228.68537285925,550
30000.75737496316,620,30620.75737496316,550
26180.44550856689,570,26750.44550856689,550
23604.731816690008,560,24164.731816690008,550
22863.555618897997,545,23408.555618897997,550
23073.552598424725,460,23533.552598424725,550
23221.892980587272,460,23681.892980587272,550
24821.826472171822,615,25436.826472171822,550
28653.125537723095,1020,29673.125537723095,550
29596.916405171753,1180,30776.916405171753,550
31346.730881940955,1260,32606.730881940955,550
35015.10965556979,1400,36415.10965556979,550
35679.18465995651,1530,37209.18465995651,550
35620.16677659592,1520,37140.16677659592,550
36853.067328959325,1500,38353.067328959325,550
37046.712400783734,1490,38536.712400783734,550
37001.46048540194,1270,38271.46048540194,550
37226.00286842854,660,37886.00286842854,550
37152.455819808114,625,37777.455819808114,550
35709.416203317785,750,36459.416203317785,550
35920.4280728459,785,36705.4280728459,550
42016.84795380997,785,42801.84795380997,550
42094.04048731538,775,42869.04048731538,550
39065.5031746202,805,39870.5031746202,550
33780.04129816342,730,34510.04129816342,550
30719.51465262455,620,31339.51465262455,550
26160.910905820212,570,26730.910905820212,550
23604.731816690008,560,24164.731816690008,550
22863.555618897997,545,23408.555618897997,550
23204.712922643816,460,23664.712922643816,550
23421.688285820062,460,23881.688285820062,550
25546.029649580654,615,26161.029649580654,550
29707.531296202786,1020,30727.531296202786,550
30065.736722191887,1180,31245.736722191887,550
31454.138720567626,1260,32714.138720567626,550
35015.61710057047,1400,36415.61710057047,550
35328.48739019767,1530,36858.48739019767,550
35620.16677659592,1520,37140.16677659592,550
36197.95989262485,1500,37697.95989262485,550
36857.390760365226,1490,38347.390760365226,550
37001.46048540194,1270,38271.46048540194,550
37226.00286842854,660,37886.00286842854,550
37152.455819808114,625,37777.455819808114,550
35728.00086902316,750,36478.00086902316,550
35939.01273855128,785,36724.01273855128,550
41958.08176316974,785,42743.08176316974,550
42011.11585508216,775,42786.11585508216,550
40064.333556624006,805,40869.333556624006,550
33537.878394932755,730,34267.878394932755,550
30039.95039703668,620,30659.95039703668,550
26206.64387906266,570,26776.64387906266,550
23711.526661755815,560,24271.526661755815,550
22925.285288342282,545,23470.285288342282,550
23210.802262652127,460,23670.802262652127,550
23366.047956384107,460,23826.047956384107,550
25673.93014711529,615,26288.93014711529,550
29659.41130167708,1020,30679.41130167708,550
30122.73294466971,1180,31302.73294466971,550
31707.767851033917,1260,32967.76785103392,550
34883.46624371003,1400,36283.46624371003,550
35679.18465995651,1530,37209.18465995651,550
35620.16677659592,1520,37140.16677659592,550
36074.638578776474,1500,37574.638578776474,550
36800.61375412772,1490,38290.61375412772,550
36755.361838745914,1270,38025.361838745914,550
37226.00286842854,660,37886.00286842854,550
37152.455819808114,625,37777.455819808114,550
35681.246916439326,750,36431.246916439326,550
35784.96867458095,785,36569.96867458095,550
41976.666428875105,785,42761.666428875105,550
42134.22201225024,775,42909.22201225024,550
40438.43824937482,805,41243.43824937482,550
33160.262182777165,730,33890.262182777165,550
29613.877246874905,620,30233.877246874905,550
26206.64387906266,570,26776.64387906266,550
23711.526661755815,560,24271.526661755815,550
22925.285288342282,545,23470.285288342282,550
23158.31621134046,460,23618.31621134046,550
23375.28751495671,460,23835.28751495671,550
25804.587085893694,615,26419.587085893694,550
29630.649319037813,1020,30650.649319037813,550
30089.822091704766,1180,31269.822091704766,550
31971.98431399468,1260,33231.984313994675,550
35243.73189640194,1400,36643.73189640194,550
35623.909690921035,1530,37153.909690921035,550
35564.89180756045,1520,37084.89180756045,550
35941.752941555016,1500,37441.752941555016,550
36145.50631779322,1490,37635.50631779322,550
36652.72398312578,1270,37922.72398312578,550
36969.01242227765,660,37629.01242227765,550
36958.40073242316,625,37583.40073242316,550
35728.00086902316,750,36478.00086902316,550
35939.01273855128,785,36724.01273855128,550
41976.666428875105,785,42761.666428875105,550
42094.04048731538,775,42869.04048731538,550
41431.60148561088,805,42236.60148561088,550
34905.99680174079,730,35635.99680174079,550
31891.345214044573,620,32511.345214044573,550
26478.806930734278,570,27048.806930734278,550
23985.037487349273,560,24545.037487349273,550
23407.804590601114,545,23952.804590601114,550
23681.5589897949,460,24141.5589897949,550
23995.484765023535,460,24455.484765023535,550
26882.150604425,615,27497.150604425,550
30085.050078918255,1020,31105.050078918255,550
30346.34974801504,1180,31526.34974801504,550
32461.323677062825,1260,33721.32367706283,550
34553.48084909948,1400,35953.48084909948,550
34811.16548001132,1530,36341.16548001132,550
34350.263334781994,1520,35870.263334781994,550
34018.798230549415,1500,35518.798230549415,550
34358.15917899278,1490,35848.15917899278,550
34312.90726361099,1270,35582.90726361099,550
34245.14508799846,660,34905.14508799846,550
34171.606158498056,625,34796.606158498056,550
34040.279392318735,750,34790.279392318735,550
34645.580086945214,785,35430.580086945214,550
39681.224759780904,785,40466.224759780904,550
40007.95438726703,775,40782.95438726703,550
39039.32713170446,805,39844.32713170446,550
34618.31608194799,730,35348.31608194799,550
30183.957198893302,620,30803.957198893302,550
26537.02305099376,570,27107.02305099376,550
24030.34420679113,560,24590.34420679113,550
23407.804590601114,545,23952.804590601114,550
23681.5589897949,460,24141.5589897949,550
23995.484765023535,460,24455.484765023535,550
26882.150604425,615,27497.150604425,550
30085.050078918255,1020,31105.050078918255,550
30346.34974801504,1180,31526.34974801504,550
32683.45062188611,1260,33943.450621886106,550
34836.22108436552,1400,36236.22108436552,550
34714.503296719326,1530,36244.503296719326,550
34253.59709193001,1520,35773.59709193001,550
34353.835747586876,1500,35853.835747586876,550
34358.15917899278,1490,35848.15917899278,550
34312.90726361099,1270,35582.90726361099,550
34439.19611582342,660,35099.19611582342,550
34365.653126763005,625,34990.653126763005,550
34092.93594515063,750,34842.93594515063,550
34667.022682894494,785,35452.022682894494,550
39463.07618376305,785,40248.07618376305,550
39726.42796044263,775,40501.42796044263,550
39039.32713170446,805,39844.32713170446,550
34618.31608194799,730,35348.31608194799,550
30183.957198893302,620,30803.957198893302,550
26593.590989891007,570,27163.590989891007,550
23789.011483581613,560,24349.011483581613,550
23160.727589983755,545,23705.727589983755,550
23299.320968572993,460,23759.320968572993,550
23427.77762582838,460,23887.77762582838,550
25804.587085893694,615,26419.587085893694,550
29630.649319037813,1020,30650.649319037813,550
30089.822091704766,1180,31269.822091704766,550
32109.94034166304,1260,33369.94034166304,550
35422.17391600559,1400,36822.17391600559,550
35623.909690921035,1530,37153.909690921035,550
35564.89180756045,1520,37084.89180756045,550
35941.752941555016,1500,37441.752941555016,550
36533.49470576299,1490,38023.49470576299,550
36488.242790381206,1270,37758.242790381206,550
37024.275212633096,660,37684.275212633096,550
36895.46537365722,625,37520.46537365722,550
35768.18239395802,750,36518.18239395802,550
35871.270860738776,785,36656.270860738776,550
41895.081451443715,785,42680.081451443715,550
42012.45550988398,775,42787.45550988398,550
40438.43824937482,805,41243.43824937482,550
33969.32843232186,730,34699.32843232186,550
30035.143877990107,620,30655.143877990107,550
26183.228336950688,570,26753.228336950688,550
23794.020980628447,560,24354.020980628447,550
23013.803994263148,545,23558.803994263148,550
23299.320968572993,460,23759.320968572993,550
23427.77762582838,460,23887.77762582838,550
25804.587085893694,615,26419.587085893694,550
29630.649319037813,1020,30650.649319037813,550
30089.822091704766,1180,31269.822091704766,550
32109.94034166304,1260,33369.94034166304,550
35071.48476536675,1400,36471.48476536675,550
35679.18465995651,1530,37209.18465995651,550
35620.16677659592,1520,37140.16677659592,550
35763.29468371136,1500,37263.29468371136,550
36145.50631779322,1490,37635.50631779322,550
36755.361838745914,1270,38025.361838745914,550
35976.93308856306,660,36636.93308856306,550
35856.82288667905,625,36481.82288667905,550
35665.589193497945,750,36415.589193497945,550
35796.63585003688,785,36581.63585003688,550
41821.1000299027,785,42606.1000299027,550
42026.29860950288,775,42801.29860950288,550
40438.43824937482,805,41243.43824937482,550
33969.32843232186,730,34699.32843232186,550
30039.95039703668,620,30659.95039703668,550
26202.068754936412,570,26772.068754936412,550
23711.526661755815,560,24271.526661755815,550
22925.285288342282,545,23470.285288342282,550
23210.802262652127,460,23670.802262652127,550
23427.77762582838,460,23887.77762582838,550
25804.587085893694,615,26419.587085893694,550
29630.649319037813,1020,30650.649319037813,550
30089.822091704766,1180,31269.822091704766,550
32109.94034166304,1260,33369.94034166304,550
35350.97329306837,1400,36750.97329306837,550
35607.98403701928,1530,37137.98403701928,550
35564.89180756045,1520,37084.89180756045,550
35941.752941555016,1500,37441.752941555016,550
36564.7086626456,1490,38054.7086626456,550
36519.45674726382,1270,37789.45674726382,550
37001.46048540194,660,37661.46048540194,550
36958.40073242316,625,37583.40073242316,550
35728.00086902316,750,36478.00086902316,550
35939.01273855128,785,36724.01273855128,550
41976.666428875105,785,42761.666428875105,550
42075.45582161,775,42850.45582161,550
41431.60148561088,805,42236.60148561088,550
34905.99680174079,730,35635.99680174079,550
31891.345214044573,620,32511.345214044573,550
26183.228336950688,570,26753.228336950688,550
23794.020980628447,560,24354.020980628447,550
23013.803994263148,545,23558.803994263148,550
23210.802262652127,460,23670.802262652127,550
23427.77762582838,460,23887.77762582838,550
25804.587085893694,615,26419.587085893694,550
29630.649319037813,1020,30650.649319037813,550
30089.822091704766,1180,31269.822091704766,550
32109.94034166304,1260,33369.94034166304,550
35350.97329306837,1400,36750.97329306837,550
35802.81044080531,1530,37332.81044080531,550
35759.71821134647,1520,37279.71821134647,550
35941.752941555016,1500,37441.752941555016,550
36857.390760365226,1490,38347.390760365226,550
37001.46048540194,1270,38271.46048540194,550
37031.94778104357,660,37691.94778104357,550
36958.40073242316,625,37583.40073242316,550
35728.00086902316,750,36478.00086902316,550
35939.01273855128,785,36724.01273855128,550
41724.82350481125,785,42509.82350481125,550
42094.04048731538,775,42869.04048731538,550
41466.63548845872,805,42271.63548845872,550
34905.99680174079,730,35635.99680174079,550
31033.970200433916,620,31653.970200433916,550
26206.64387906266,570,26776.64387906266,550
23794.020980628447,560,24354.020980628447,550
23013.803994263148,545,23558.803994263148,550
23210.802262652127,460,23670.802262652127,550
23427.77762582838,460,23887.77762582838,550
25804.587085893694,615,26419.587085893694,550
29630.649319037813,1020,30650.649319037813,550
30089.822091704766,1180,31269.822091704766,550
32109.94034166304,1260,33369.94034166304,550
35350.97329306837,1400,36750.97329306837,550
35607.98403701928,1530,37137.98403701928,550
35564.89180756045,1520,37084.89180756045,550
35885.84874071868,1500,37385.84874071868,550
36022.185003944855,1490,37512.185003944855,550
36253.20238518027,1270,37523.20238518027,550
36812.13884498345,660,37472.13884498345,550
36758.02896966956,625,37383.02896966956,550
35733.50157283067,750,36483.50157283067,550
35856.08810631804,785,36641.08810631804,550
39531.5934375366,785,40316.5934375366,550
39294.77088549324,775,40069.77088549324,550
36420.91092812926,805,37225.91092812926,550
33182.02954352688,730,33912.02954352688,550
30452.43214029988,620,31072.43214029988,550
26209.063376825965,570,26779.063376825965,550
23974.8094259153,560,24534.8094259153,550
23452.53079296218,545,23997.53079296218,550
23596.718245239055,460,24056.718245239055,550
24095.368209179916,460,24555.368209179916,550
26737.270997167187,615,27352.270997167187,550
30085.279444058564,1020,31105.279444058564,550
30346.57911315535,1180,31526.57911315535,550
31958.234584255897,1260,33218.2345842559,550
33954.42781732152,1400,35354.42781732152,550
34140.76162157594,1530,35670.76162157594,550
33602.494411540996,1520,35122.494411540996,550
34115.46244362139,1500,35615.46244362139,550
33780.26051440371,1490,35270.26051440371,550
33492.11700477027,1270,34762.11700477027,550
33999.880680923576,660,34659.880680923576,550
33889.52966129291,625,34514.52966129291,550
34097.986037797535,750,34847.986037797535,550
34536.89754647682,785,35321.89754647682,550
39723.28992055835,785,40508.28992055835,550
40050.01954804447,775,40825.01954804447,550
38399.11828059031,805,39204.11828059031,550
35009.763215042476,730,35739.763215042476,550
29852.283027320424,620,30472.283027320424,550
27144.288572662925,570,27714.288572662925,550
24667.72760414142,560,25227.72760414142,550
24138.66341663903,545,24683.66341663903,550
24597.54390098559,460,25057.54390098559,550
24962.72568084421,460,25422.72568084421,550
26658.996590920302,615,27273.996590920302,550
30137.124084889354,1020,31157.124084889354,550
30548.47930025102,1180,31728.47930025102,550
32598.222189349748,1260,33858.22218934975,550
37978.65341257621,1400,39378.65341257621,550
39006.60301849979,1530,40536.60301849979,550
38672.31043072334,1520,40192.31043072334,550
38443.684130331174,1500,39943.684130331174,550
38754.62206939572,1490,40244.62206939572,550
38709.37015401394,1270,39979.37015401394,550
38691.48779218952,660,39351.48779218952,550
38617.940743569096,625,39242.940743569096,550
38325.149037729316,750,39075.149037729316,550
38519.17164863424,785,39304.17164863424,550
44019.3517729042,785,44804.3517729042,550
44468.00216603679,775,45243.00216603679,550
43737.65484455958,805,44542.65484455958,550
37344.96015527097,730,38074.96015527097,550
30182.06138437071,620,30802.06138437071,550
26888.5992154938,570,27458.5992154938,550
24086.07181676722,560,24646.07181676722,550
23247.817330782666,545,23792.817330782666,550
23611.570145519338,460,24071.570145519338,550
23828.541449135584,460,24288.541449135584,550
25460.955480324497,615,26075.955480324497,550
29524.193447232457,1020,30544.193447232457,550
29793.829422800623,1180,30973.829422800623,470
31503.326379374783,1260,32763.326379374783,470
34740.443885154746,1400,36140.443885154746,470
35468.52191258886,1530,36998.52191258886,470
35682.34705720082,1520,37202.34705720082,470
36169.45366226593,1500,37669.45366226593,470
36141.28031582746,1490,37631.28031582746,470
36096.02840044567,1270,37366.02840044567,470
36155.48877584686,660,36815.48877584686,470
35940.38892939316,625,36565.38892939316,470
36253.697651500945,750,37003.697651500945,470
36413.274895758834,785,37198.274895758834,470
43362.202377886926,785,44147.202377886926,470
43479.57643632719,775,44254.57643632719,470
41110.68108849269,805,41915.68108849269,470
35020.85393297762,730,35750.85393297762,470
31101.2675564258,620,31721.2675564258,470
27120.402121590305,570,27690.402121590305,470
23983.222864026793,560,24543.222864026793,470
23247.817330782666,545,23792.817330782666,470
23673.29981496362,460,24133.29981496362,470
23890.27111857988,460,24350.27111857988,470
25631.668097677586,615,26246.668097677586,470
29435.62602659153,1020,30455.62602659153,470
29871.12344530616,1180,31051.12344530616,470
31689.90375722953,1260,32949.903757229535,470
35187.401441765025,1400,36587.401441765025,470
35835.16107448947,1530,37365.16107448947,470
36131.94332781471,1520,37651.94332781471,470
36047.70745769969,1500,37547.70745769969,470
37704.47072980183,1490,39194.47072980183,470
37659.218814420055,1270,38929.218814420055,470
37876.78687335713,660,38536.78687335713,470
37803.2398247367,625,38428.2398247367,470
36274.68963628961,750,37024.68963628961,470
36160.551047173765,785,36945.551047173765,470
42993.18431382307,785,43778.18431382307,470
43206.757765714676,775,43981.757765714676,470
41110.68108849269,805,41915.68108849269,470
34972.39902475146,730,35702.39902475146,470
31052.810618419633,620,31672.810618419633,470
27174.662200624392,570,27744.662200624392,470
24086.07181676722,560,24646.07181676722,470
23247.817330782666,545,23792.817330782666,470
23611.570145519338,460,24071.570145519338,470
23837.78506726821,460,24297.78506726821,470
25622.428539104967,615,26237.428539104967,470
29435.62602659153,1020,30455.62602659153,470
29904.03429827109,1180,31084.03429827109,470
31503.326379374783,1260,32763.326379374783,470
35258.602064702245,1400,36658.602064702245,470
35835.16107448947,1530,37365.16107448947,470
36131.94332781471,1520,37651.94332781471,470
36263.399999914196,1500,37763.399999914196,470
37325.47832680436,1490,38815.47832680436,470
37280.22641142258,1270,38550.22641142258,470
37774.55497373754,660,38434.55497373754,470
37701.00792511712,625,38326.00792511712,470
35940.38892939316,750,36690.38892939316,470
36067.47345536668,785,36852.47345536668,470
43078.17120253911,785,43863.17120253911,470
43070.376847328465,775,43845.376847328465,470
41484.79390036351,805,42289.79390036351,470
36397.29646757701,730,37127.29646757701,470
31478.879709021392,620,32098.879709021392,470
27186.804344600976,570,27756.804344600976,470
24086.07181676722,560,24646.07181676722,470
23247.817330782666,545,23792.817330782666,470
23673.29981496362,460,24133.29981496362,470
23890.27111857988,460,24350.27111857988,470
25631.668097677586,615,26246.668097677586,470
29444.865585164138,1020,30464.865585164138,470
29871.12344530616,1180,31051.12344530616,470
31994.338281165208,1260,33254.33828116521,470
35187.401441765025,1400,36587.401441765025,470
36029.9874782755,1530,37559.9874782755,470
36326.77379116073,1520,37846.77379116073,470
36875.27718174965,1500,38375.27718174965,470
37325.47832680436,1490,38815.47832680436,470
37280.22641142258,1270,38550.22641142258,470
37280.22641142258,660,37940.22641142258,470
37036.794895690204,625,37661.794895690204,470
36096.02840044567,750,36846.02840044567,470
36399.59417854015,785,37184.59417854015,470
43397.236380734765,785,44182.236380734765,470
43514.61043917503,775,44289.61043917503,470
39734.24667301331,805,40539.24667301331,470
34995.81456686344,730,35725.81456686344,470
31439.68668694788,620,32059.68668694788,470
27084.22332282091,570,27654.22332282091,470
24086.07181676722,560,24646.07181676722,470
23247.817330782666,545,23792.817330782666,470
23611.570145519338,460,24071.570145519338,470
23828.541449135584,460,24288.541449135584,470
25622.428539104967,615,26237.428539104967,470
29435.62602659153,1020,30455.62602659153,470
29904.03429827109,1180,31084.03429827109,470
31503.326379374783,1260,32763.326379374783,470
34740.443885154746,1400,36140.443885154746,470
35555.66442766785,1530,37085.66442766785,470
36187.22235641018,1520,37707.22235641018,470
36331.44228516711,1500,37831.44228516711,470
36169.45366226593,1490,37659.45366226593,470
36096.02840044567,1270,37366.02840044567,470
36076.76578821936,660,36736.76578821936,470
36155.48877584686,625,36780.48877584686,470
36286.19036978532,750,37036.19036978532,470
36391.02444736846,785,37176.02444736846,470
42369.039141650865,785,43154.039141650865,470
42486.41320009112,775,43261.41320009112,470
39734.24667301331,805,40539.24667301331,470
35359.2710337197,730,36089.2710337197,470
31076.22616053161,620,31696.22616053161,470
27259.498885620233,570,27829.498885620233,470
24667.72760414142,560,25227.72760414142,470
24138.66341663903,545,24683.66341663903,470
24597.54390098559,460,25057.54390098559,470
25015.213761935876,460,25475.213761935876,470
27025.089742000164,615,27640.089742000164,470
30253.176756547815,1020,31273.176756547815,470
30420.487462616264,1180,31600.487462616264,470
32680.45263682202,1260,33940.452636822025,470
37750.457425544635,1400,39150.457425544635,470
38749.94951582935,1530,40279.94951582935,470
38672.31043072334,1520,40192.31043072334,470
38443.684130331174,1500,39943.684130331174,470
38405.556742759116,1490,39895.556742759116,470
38445.29171609336,1270,39715.29171609336,470
38542.38421274594,660,39202.38421274594,470
38330.166653896165,625,38955.166653896165,470
38427.409354268944,750,39177.409354268944,470
38621.43196517386,785,39406.43196517386,470
44144.520186555106,785,44929.520186555106,470
44567.562875172734,775,45342.562875172734,470
43737.65484455958,805,44542.65484455958,470
37344.96015527097,730,38074.96015527097,470
30182.06138437071,620,30802.06138437071,470
26970.358754005432,570,27540.358754005432,470
24667.72760414142,560,25227.72760414142,470
24138.66341663903,545,24683.66341663903,470
24650.031982077257,460,25110.031982077257,470
25015.213761935876,460,25475.213761935876,470
27025.089742000164,615,27640.089742000164,470
30253.176756547815,1020,31273.176756547815,470
30420.487462616264,1180,31600.487462616264,470
32680.45263682202,1260,33940.452636822025,470
37978.65341257621,1400,39378.65341257621,470
38749.94951582935,1530,40279.94951582935,470
38415.65692805289,1520,39935.65692805289,470
38507.73180853861,1500,40007.73180853861,470
38490.54363147515,1490,39980.54363147515,470
38445.29171609336,1270,39715.29171609336,470
38573.598169628545,660,39233.598169628545,470
38386.943660133686,625,39011.943660133686,470
38325.149037729316,750,39075.149037729316,470
38621.43196517386,785,39406.43196517386,470
44144.520186555106,785,44929.520186555106,470
44756.03200799008,775,45531.03200799008,470
43740.19612912305,805,44545.19612912305,470
37505.17881000973,730,38235.17881000973,470
30472.528992107316,620,31092.528992107316,470
26855.791881309007,570,27425.791881309007,470
24168.566135639867,560,24728.566135639867,470
23336.33603670353,545,23881.33603670353,470
23673.29981496362,460,24133.29981496362,470
23890.27111857988,460,24350.27111857988,470
25684.158208549263,615,26299.158208549263,470
29411.954732199207,1020,30431.954732199207,470
29589.528005961656,1180,30769.528005961656,470
31746.33976042658,1260,33006.33976042658,470
35187.401441765025,1400,36587.401441765025,470
36029.9874782755,1530,37559.9874782755,470
36326.77379116073,1520,37846.77379116073,470
36416.34392312304,1500,37916.34392312304,470
37325.47832680436,1490,38815.47832680436,470
37280.22641142258,1270,38550.22641142258,470
37774.55497373754,660,38434.55497373754,470
37803.2398247367,625,38428.2398247367,470
35910.14520735187,750,36660.14520735187,470
35899.22499093695,785,36684.22499093695,470
42953.002788888225,785,43738.002788888225,470
43110.558372263346,775,43885.558372263346,470
42477.95713659958,805,43282.95713659958,470
36397.29646757701,730,37127.29646757701,470
32477.706031465197,620,33097.7060314652,470
28372.555137280004,570,28942.555137280004,470
24168.566135639867,560,24728.566135639867,470
23247.817330782666,545,23792.817330782666,470
23673.29981496362,460,24133.29981496362,470
23890.27111857988,460,24350.27111857988,470
25684.158208549263,615,26299.158208549263,470
29411.954732199207,1020,30431.954732199207,470
29834.526511856187,1180,31014.526511856187,470
32102.972106913534,1260,33362.972106913534,470
35080.16410465861,1400,36480.16410465861,470
35835.16107448947,1530,37365.16107448947,470
36131.94332781471,1520,37651.94332781471,470
36094.42081468347,1500,37594.42081468347,470
36198.82863846603,1490,37688.82863846603,470
36265.007585676394,1270,37535.007585676394,470
36876.884767511845,660,37536.884767511845,470
36633.453251779465,625,37258.453251779465,470
36076.76578821936,750,36826.76578821936,470
36203.85031419289,785,36988.85031419289,470
43108.64631950074,785,43893.64631950074,470
43226.02037794098,775,44001.02037794098,470
41484.79390036351,805,42289.79390036351,470
35398.4620260132,730,36128.4620260132,470
31478.879709021392,620,32098.879709021392,470
27120.402121590305,570,27690.402121590305,470
24168.566135639867,560,24728.566135639867,470
23336.33603670353,545,23881.33603670353,470
23673.29981496362,460,24133.29981496362,470
23890.27111857988,460,24350.27111857988,470
25684.158208549263,615,26299.158208549263,470
29411.954732199207,1020,30431.954732199207,470
29871.12344530616,1180,31051.12344530616,470
31994.338281165208,1260,33254.33828116521,470
35404.47829394142,1400,36804.47829394142,470
36052.237926665875,1530,37582.237926665875,470
36349.0242395511,1520,37869.0242395511,470
36275.29045117043,1500,37775.29045117043,470
36922.13668289364,1490,38412.13668289364,470
36876.884767511845,1270,38146.884767511845,470
37280.22641142258,660,37940.22641142258,470
37036.794895690204,625,37661.794895690204,470
35980.57045432802,750,36730.57045432802,470
