base_demand_MW,morphed_base_demand_MW,ev_demand_MW,total_demand_MW
18498.574067114063,66318.73410770638,4500.0,70818.73410770638
19042.545300881415,67173.24905816618,4470.0,71643.24905816618
19034.662469349965,67160.86605521044,3810.0,70970.86605521044
19024.620551351338,67145.09138087391,1980.0,69125.09138087391
18879.196844101163,66916.64780834172,1875.0,68791.64780834172
18729.681816190638,66681.77725133978,2250.0,68931.77725133978
19024.722007896,67145.2507571954,2355.0,69500.2507571954
21806.511127458976,71515.11490466175,2355.0,73870.11490466175
22009.718326755057,71834.32955988715,2325.0,74159.32955988715
21235.36777910254,70617.91575196727,2415.0,73032.91575196727
19434.988335301572,67789.73099562699,2190.0,69979.73099562699
17177.189210014516,64242.993617014035,1860.0,66102.99361701403
15076.57933127424,60943.18209198984,1710.0,62653.18209198984
13441.064492617481,58373.98027657036,1680.0,60053.98027657036
13206.071755853389,58004.834273345725,1635.0,59639.834273345725
13201.543830062657,57997.72143347007,1380.0,59377.72143347007
13441.616233826624,58374.84699723998,1380.0,59754.84699723998
14107.59409236852,59421.02003263739,1845.0,61266.02003263739
15744.698036904507,61992.71814684507,3060.0,65052.71814684507
16224.742527848952,62746.81168880861,3540.0,66286.81168880861
17537.992621997182,64809.773421859296,3780.0,68589.7734218593
18767.54334672627,66741.2532711762,4200.0,70941.2532711762
19229.546812100696,67467.00647983859,4590.0,72057.00647983859
18871.36303090028,66904.34180742894,4560.0,71464.34180742894
18722.57529821999,66670.61374585518,4500.0,71170.61374585518
18834.845514591052,66846.97707616589,4470.0,71316.97707616589
18960.065689920506,67043.6832717806,3810.0,70853.6832717806
19082.185170851466,67235.51864049153,1980.0,69215.51864049153
19032.171654180594,67156.95327698077,1875.0,69031.95327698077
18729.681816190638,66681.77725133978,2250.0,68931.77725133978
19024.722007896,67145.2507571954,2355.0,69500.2507571954
21827.648287582782,71548.31890188597,2355.0,73903.31890188597
22011.14555814731,71836.57157285904,2325.0,74161.57157285904
21550.44848828047,71112.87055817891,2415.0,73527.87055817891
19102.88116600019,67268.02961932904,2190.0,69458.02961932904
17098.862477617462,64119.95151533817,1860.0,65979.95151533818
15020.930986510824,60855.76507502858,1710.0,62565.76507502858
13347.25252760681,58226.61269229858,1680.0,59906.61269229858
12974.003019505517,57640.281531521185,1635.0,59275.281531521185
13056.604606312249,57770.03892764158,1380.0,59150.03892764158
13154.043927784674,57923.104663092694,1380.0,59303.104663092694
14114.242345946453,59431.46365855755,1845.0,61276.46365855755
16252.384306442518,62790.23367805961,3060.0,65850.23367805961
16616.137937948442,63361.647931444204,3540.0,66901.6479314442
17465.023707126926,64695.14782255393,3780.0,68475.14782255393
19176.249067282017,67383.28197944924,4200.0,71583.28197944924
18802.633631643257,66796.37598946739,4590.0,71386.37598946739
18611.244409857878,66495.72598957708,4560.0,71055.72598957708
19695.469463997917,68198.91627044773,4500.0,72698.91627044773
19634.969444469814,68103.8778419782,4470.0,72573.8778419782
19609.55515001398,68063.95496881909,3810.0,71873.95496881909
19834.25517732075,68416.93233376645,1980.0,70396.93233376645
19773.38353044929,68321.31012236654,1875.0,70196.31012236654
19609.55515001398,68063.95496881909,2250.0,70313.95496881909
19707.350139373295,68217.579416768,2355.0,70572.579416768
21627.753815463904,71234.30815216881,2355.0,73589.30815216881
21693.673210422305,71337.85978324883,2325.0,73662.85978324883
20242.07856792633,69057.57500526612,2415.0,71472.57500526612
18469.14140951314,66272.4988577694,2190.0,68462.4988577694
17054.84629669307,64050.8072622468,1860.0,65910.8072622468
14788.521401771352,60490.67690039365,1710.0,62200.67690039365
13148.157168272253,57913.85725495626,1680.0,59593.85725495626
12794.489913250814,57358.28751497043,1635.0,58993.28751497043
13123.209117937378,57874.66679657791,1380.0,59254.66679657791
13139.777313668112,57900.69348709979,1380.0,59280.69348709979
13858.364380478437,59029.509412794665,1845.0,60874.509412794665
15738.582145195729,61983.11079892642,3060.0,65043.11079892642
16040.970526641031,62458.127448245905,3540.0,65998.12744824591
17098.730242121055,64119.743788896674,3780.0,67899.74378889668
19149.225147645797,67340.83057408861,4200.0,71540.83057408861
18976.355735124318,67069.27302047727,4590.0,71659.27302047727
18865.85245857592,66895.68534520363,4560.0,71455.68534520363
19664.428321177777,68150.15427905443,4500.0,72650.15427905443
19749.1981141411,68283.31767251709,4470.0,72753.31767251709
19773.38353044929,68321.31012236654,3810.0,72131.31012236654
19949.981755977184,68598.72520347871,1980.0,70578.72520347871
19942.261938893895,68586.59827708447,1875.0,70461.59827708447
19718.970903600566,68235.83427318605,2250.0,70485.83427318605
19707.350139373295,68217.579416768,2355.0,70572.579416768
22610.892812329777,72778.70410374085,2355.0,75133.70410374085
22676.81220728818,72882.25573482088,2325.0,75207.25573482088
20242.07856792633,69057.57500526612,2415.0,71472.57500526612
18432.189567995883,66214.45185259078,2190.0,68404.45185259078
16957.674866096986,63898.162351914216,1860.0,65758.16235191422
14811.41182218371,60526.635063712696,1710.0,62236.635063712696
13216.822729703432,58021.72279118744,1680.0,59701.72279118744
12827.162340513683,57409.612062723754,1635.0,59044.612062723754
12960.815948622545,57619.56619121866,1380.0,58999.56619121866
13025.215775333458,57720.73075896678,1380.0,59100.73075896678
13940.386867007805,59158.35711036099,1845.0,61003.35711036099
15945.827086976895,62308.66827359781,3060.0,65368.66827359781
16287.72310289585,62845.74677880116,3540.0,66385.74677880117
17136.60887207433,64179.24666991088,3780.0,67959.24666991088
19299.05708476323,67576.19895825203,4200.0,71776.19895825203
18957.872404618047,67040.23787804425,4590.0,71630.23787804425
18865.85245857592,66895.68534520363,4560.0,71455.68534520363
19786.34032917473,68341.66373214166,4500.0,72841.66373214166
19798.797824905116,68361.23299552564,4470.0,72831.23299552564
19773.38353044929,68321.31012236654,3810.0,72131.31012236654
20043.07326552468,68744.96103679344,1980.0,70724.96103679344
19897.650698235677,68516.51925500642,1875.0,70391.51925500642
19718.970903600566,68235.83427318605,2250.0,70485.83427318605
19776.98580776518,68326.96887715181,2355.0,70681.96887715181
22610.892812329777,72778.70410374085,2355.0,75133.70410374085
22676.81220728818,72882.25573482088,2325.0,75207.25573482088
20242.07856792633,69057.57500526612,2415.0,71472.57500526612
18579.72790322738,66446.21725744156,2190.0,68636.21725744156
17086.72987082221,64100.89261433196,1860.0,65960.89261433197
14811.41182218371,60526.635063712696,1710.0,62236.635063712696
13186.221611897197,57973.65202743564,1680.0,59653.65202743564
12793.852674953478,57357.28648841189,1635.0,58992.28648841189
12946.891322858757,57597.692238781296,1380.0,58977.692238781296
13069.391550822473,57790.125716384086,1380.0,59170.125716384086
14015.140961079544,59275.787016626404,1845.0,61120.787016626404
16092.113744837236,62538.46744023521,3060.0,65598.46744023521
16315.606553258707,62889.548406031434,3540.0,66429.54840603143
17021.85354033977,63998.97951509641,3780.0,67778.9795150964
19235.221538834398,67475.92080937058,4200.0,71675.92080937058
19101.0583680799,67265.16621777788,4590.0,71855.16621777788
19102.615555046203,67267.61237570088,4560.0,71827.61237570088
20085.31338693699,68811.31530888625,4500.0,73311.31530888625
20097.77088266738,68830.88457227022,4470.0,73300.88457227022
20018.91976812941,68707.01872780916,3810.0,72517.01872780916
20205.296580624294,68999.79482112009,1980.0,70979.79482112009
20068.58103679692,68785.03075105771,1875.0,70660.03075105771
20017.943961362827,68705.48584993064,2250.0,70955.48584993064
20091.54213480219,68821.09994057825,2355.0,71176.09994057825
22972.723329331937,73347.09736999798,2355.0,75702.09736999798
23596.416607975658,74326.84629424036,2325.0,76651.84629424036
21743.669627675547,71416.39828558183,2415.0,73831.39828558183
18785.634530588028,66769.67239726552,2190.0,68959.67239726552
17289.273612713907,64419.06505585955,1860.0,66279.06505585955
14703.411900377614,60356.97986486579,1710.0,62066.97986486579
13256.844486667424,58084.59227314985,1680.0,59764.59227314985
12834.15258244439,57420.59291219948,1635.0,59055.59291219948
12958.524626658958,57615.96679339639,1380.0,58995.96679339639
13080.380776558288,57807.38849996954,1380.0,59187.38849996954
13940.386867007805,59158.35711036099,1845.0,61003.35711036099
16092.113744837236,62538.46744023521,3060.0,65598.46744023521
16622.163772724325,63371.113810493225,3540.0,66911.11381049323
17328.41075980539,64480.54491955822,3780.0,68260.54491955822
19289.084704396337,67560.53351937179,4200.0,71760.53351937179
19407.606467856112,67746.71729627819,4590.0,72336.71729627819
19455.402760039837,67821.79966040375,4560.0,72381.79966040375
20073.792939293206,68793.2180380445,4500.0,73293.2180380445
20113.472707904424,68855.55029645133,4470.0,73325.55029645133
20088.058413448598,68815.62742329224,3810.0,72625.62742329224
20642.476251432017,69686.55276262932,1980.0,71666.55276262932
20505.760707604648,69471.78869256693,1875.0,71346.78869256693
20030.440215773204,68725.11599865093,2250.0,70975.11599865093
20104.038389212557,68840.73008929852,2355.0,71195.73008929852
23530.497213017254,74223.29466316034,2355.0,76578.29466316034
23275.626973228755,73822.9234361412,2325.0,76147.9234361412
21256.06263429009,70650.4249400596,2415.0,73065.4249400596
18871.662840689554,66904.81277341265,2190.0,69094.81277341265
17289.273612713907,64419.06505585955,1860.0,66279.06505585955
14703.411900377614,60356.97986486579,1710.0,62066.97986486579
13495.010875345253,58458.72371097009,1680.0,60138.72371097009
13167.307376066434,57943.93998332262,1635.0,59578.93998332262
13321.052799900779,58185.45599570687,1380.0,59565.45599570687
13528.607811121794,58511.50055306863,1380.0,59891.50055306863
15001.683882016694,60825.530133321474,1845.0,62670.530133321474
16992.62037594463,63953.05764556686,3060.0,67013.05764556686
17112.081467413365,64140.716996505886,3540.0,67680.71699650589
18327.375837676474,66049.80178653654,3780.0,69829.80178653654
19254.981625857698,67506.96158641104,4200.0,71706.96158641104
19255.373772502207,67507.57760275474,4590.0,72097.57760275474
18996.519368403886,67100.94772131328,4560.0,71660.94772131328
19050.89551649498,67186.36626664785,4500.0,71686.36626664785
19163.164592904872,67362.72780621337,4470.0,71832.72780621337
19137.75029844905,67322.80493305429,3810.0,71132.80493305429
19260.706510883134,67515.95470873115,1980.0,69495.95470873115
19123.995526900468,67301.19780164953,1875.0,69176.19780164953
19088.076490208594,67244.7732116087,2250.0,69494.7732116087
19383.110982108075,67708.23776373838,2355.0,70063.23776373838
22310.745594556316,72307.20805945549,2355.0,74662.20805945549
22473.105704997048,72562.25673320438,2325.0,74887.25673320438
21880.720320088632,71631.68883472866,2415.0,74046.68883472866
19329.15433972971,67623.47821263196,2190.0,69813.47821263196
16765.582288266065,63596.40746224464,1860.0,65456.40746224464
14949.254787614054,60743.17018076324,1710.0,62453.17018076324
13499.258370686715,58465.396027530194,1680.0,60145.396027530194
13146.246593341424,57910.85596602585,1635.0,59545.85596602585
13321.052799900779,58185.45599570687,1380.0,59565.45599570687
13497.35919536764,58462.41264605163,1380.0,59842.41264605163
15118.562961421982,61009.13344641599,1845.0,62854.13344641599
16965.330845354427,63910.188996578094,3060.0,66970.1889965781
17112.081467413365,64140.716996505886,3540.0,67680.71699650589
18327.375837676474,66049.80178653654,3780.0,69829.80178653654
19254.981625857698,67506.96158641104,4200.0,71706.96158641104
19255.373772502207,67507.57760275474,4590.0,72097.57760275474
18996.519368403886,67100.94772131328,4560.0,71660.94772131328
19192.6257495352,67409.00782477997,4500.0,71909.00782477997
19264.27686928609,67521.56332265123,4470.0,71991.56332265123
19238.862574830266,67481.64044949213,3810.0,71291.64044949213
19232.693104946222,67471.94893654977,1980.0,69451.94893654977
19191.39231154286,67407.07023848958,1875.0,69282.07023848958
19041.08159073154,67170.94974134838,2250.0,69420.94974134838
19381.031692923203,67704.97144452055,2355.0,70059.97144452055
22310.745594556316,72307.20805945549,2355.0,74662.20805945549
22494.242865120847,72595.46073042856,2325.0,74920.46073042856
21812.069578152736,71523.84657818486,2415.0,73938.84657818486
19329.15433972971,67623.47821263196,2190.0,69813.47821263196
16765.582288266065,63596.40746224464,1860.0,65456.40746224464
15022.311479494858,60857.93366744787,1710.0,62567.93366744787
13316.822403976963,58178.81054032455,1680.0,59858.81054032455
12875.255022603144,57485.16002059744,1635.0,59120.16002059744
13035.606521451911,57737.05340132999,1380.0,59117.05340132999
13157.463811312418,57928.47689864833,1380.0,59308.47689864833
14462.845893424485,59979.07890843068,1845.0,61824.07890843068
16659.592118013108,63429.90934715926,3060.0,66489.90934715926
16898.98852479976,63805.972999034355,3540.0,67345.97299903436
17880.00035411137,65347.02742009078,3780.0,69127.02742009077
19591.185815625304,68035.0989009046,4200.0,72235.0989009046
19805.329802443106,68371.4939654369,4590.0,72961.4939654369
19734.538213418844,68260.28868943529,4560.0,72820.28868943529
20127.22975937535,68877.16100934646,4500.0,73377.16100934646
20124.683086108354,68873.16048460269,4470.0,73343.16048460269
20130.665602359557,68882.55831533468,3810.0,72692.55831533468
20780.68970424453,69903.66987186504,1980.0,71883.66987186504
20355.741816854366,69236.12662619315,1875.0,71111.12662619315
20017.943961362827,68705.48584993064,2250.0,70955.48584993064
20104.038389212557,68840.73008929852,2355.0,71195.73008929852
23550.17294291353,74254.20292505708,2355.0,76609.20292505708
23597.843839367903,74329.08830721224,2325.0,76654.08830721224
21730.5190355502,71395.74024912521,2415.0,73810.74024912521
18609.341814655276,66492.73723586297,2190.0,68682.73723586297
16644.842160357955,63406.73889520782,1860.0,65266.73889520782
14903.736137859805,60671.665725517756,1710.0,62381.665725517756
13316.822403976963,58178.81054032455,1680.0,59858.81054032455
12875.255022603144,57485.16002059744,1635.0,59120.16002059744
13035.606521451911,57737.05340132999,1380.0,59117.05340132999
13157.463811312418,57928.47689864833,1380.0,59308.47689864833
14418.943708617686,59910.11372985783,1845.0,61755.11372985783
16684.28709696693,63468.70226010649,3060.0,66528.70226010648
16855.5765232986,63737.77784089115,3540.0,67277.77784089115
17775.217402743707,65182.42570415654,3780.0,68962.42570415654
19516.48187984531,67917.74778742736,4200.0,72117.74778742736
20038.075675729473,68737.11040990148,4590.0,73327.11040990148
20004.930164578593,68685.04270289627,4560.0,73245.04270289627
20329.429232991926,69194.79264582811,4500.0,73694.79264582811
20667.89054588785,69726.47563578842,4470.0,74196.47563578842
20642.476251432017,69686.55276262932,3810.0,73496.55276262932
20762.466284886377,69875.04301933428,1980.0,71855.04301933428
20756.506567858698,69865.68100350599,1875.0,71740.68100350599
20018.91976812941,68707.01872780916,2250.0,70957.01872780916
20145.95476165091,68906.57578975873,2355.0,71261.57578975873
23529.03578278973,74220.99892783289,2355.0,76575.99892783289
23594.955177748136,74324.5505589129,2325.0,76649.5505589129
21942.592852872538,71728.88332040116,2415.0,74143.88332040116
18609.341814655276,66492.73723586297,2190.0,68682.73723586297
16644.842160357955,63406.73889520782,1860.0,65266.73889520782
15003.884007086206,60828.98627152893,1710.0,62538.98627152893
13262.035869862537,58092.74732672331,1680.0,59772.74732672331
12840.586523321244,57430.6998780248,1635.0,59065.6998780248
13032.18663792417,57731.68116577436,1380.0,59111.68116577436
13154.043927784674,57923.104663092694,1380.0,59303.104663092694
14158.418121435472,59500.858615974845,1845.0,61345.858615974845
16398.67096430286,63020.03284469702,3060.0,66080.03284469702
16622.163772724325,63371.113810493225,3540.0,66911.11381049323
17350.268375392363,64514.88066773945,3780.0,68294.88066773946
19591.185815625304,68035.0989009046,4200.0,72235.0989009046
19805.329802443106,68371.4939654369,4590.0,72961.4939654369
19721.387621293503,68239.6306529787,4560.0,72799.6306529787
20073.792939293206,68793.2180380445,4500.0,73293.2180380445
20230.710875080124,69039.7176942792,4470.0,73509.7176942792
20274.556061828127,69108.59333559278,3810.0,72918.59333559278
20793.50286786181,69923.79784774684,1980.0,71903.79784774684
20721.16093163831,69810.15715829334,1875.0,71685.15715829334
20022.756877447537,68713.0463761026,2250.0,70963.0463761026
20104.038389212557,68840.73008929852,2355.0,71195.73008929852
23530.497213017254,74223.29466316034,2355.0,76578.29466316034
23038.642724290345,73450.64900107803,2325.0,75775.64900107803
20436.10907975631,69362.37416175054,2415.0,71777.37416175054
18668.95266446617,66586.37888308804,2190.0,68776.37888308804
17086.563436490527,64100.63116553493,1860.0,65960.63116553493
14748.750436266067,60428.201382372,1710.0,62138.201382372
13157.854817995756,57929.09112424686,1680.0,59609.09112424686
12761.180247690609,57305.961940658555,1635.0,58940.961940658555
13149.184273291754,57915.47071636813,1380.0,59295.47071636813
13152.473061284267,57920.63701622747,1380.0,59300.63701622747
13457.866380389274,58400.37406985517,1845.0,60245.37406985517
15268.309401451217,61244.36752469052,3060.0,64304.36752469052
15962.28926631827,62334.52842481745,3540.0,65874.52842481746
17096.420680778658,64116.11573915146,3780.0,67896.11573915146
18719.524762113248,66665.82171173957,4200.0,70865.82171173957
19998.088117600753,68674.29465029461,4590.0,73264.29465029461
20083.30477534503,68808.1600158699,4560.0,73368.1600158699
20109.927428647323,68849.98107892532,4500.0,73349.98107892532
20230.710875080124,69039.7176942792,4470.0,73509.7176942792
20274.556061828127,69108.59333559278,3810.0,72918.59333559278
20780.68970424453,69903.66987186504,1980.0,71883.66987186504
20643.97416041717,69688.90580180268,1875.0,71563.90580180268
20030.440215773204,68725.11599865093,2250.0,70975.11599865093
20104.038389212557,68840.73008929852,2355.0,71195.73008929852
23530.497213017254,74223.29466316034,2355.0,76578.29466316034
23596.416607975658,74326.84629424036,2325.0,76651.84629424036
20417.625749250037,69333.33901931753,2415.0,71748.33901931753
18668.95266446617,66586.37888308804,2190.0,68776.37888308804
17086.563436490527,64100.63116553493,1860.0,65960.63116553493
14748.750436266067,60428.201382372,1710.0,62138.201382372
13179.227950082965,57962.66580572438,1680.0,59642.66580572438
12851.812860981647,57448.335136608766,1635.0,59083.335136608766
13109.284492173585,57852.79284414056,1380.0,59232.79284414056
13160.553106099143,57933.329818100254,1380.0,59313.329818100254
13554.08138355877,58551.51654497736,1845.0,60396.51654497736
15417.791370487645,61479.18615008207,3060.0,64539.18615008207
15962.28926631827,62334.52842481745,3540.0,65874.52842481746
17079.559515025714,64089.628827117,3780.0,67869.628827117
19289.084704396337,67560.53351937179,4200.0,71760.53351937179
19249.452814154505,67498.27647226275,4590.0,72088.27647226275
19455.402760039837,67821.79966040375,4560.0,72381.79966040375
20073.792939293206,68793.2180380445,4500.0,73293.2180380445
20230.710875080124,69039.7176942792,4470.0,73509.7176942792
20205.296580624294,68999.79482112009,3810.0,72809.79482112009
20780.68970424453,69903.66987186504,1980.0,71883.66987186504
20643.97416041717,69688.90580180268,1875.0,71563.90580180268
20030.440215773204,68725.11599865093,2250.0,70975.11599865093
20104.038389212557,68840.73008929852,2355.0,71195.73008929852
23530.497213017254,74223.29466316034,2355.0,76578.29466316034
23596.416607975658,74326.84629424036,2325.0,76651.84629424036
20436.10907975631,69362.37416175054,2415.0,71777.37416175054
18624.805388006545,66517.02869430034,2190.0,68707.02869430034
17086.563436490527,64100.63116553493,1860.0,65960.63116553493
14748.750436266067,60428.201382372,1710.0,62138.201382372
13343.76310644734,58221.131221286654,1680.0,59901.131221286654
13042.687960276686,57748.17751042052,1635.0,59383.17751042052
13283.736170807235,58126.835952068985,1380.0,59506.835952068985
13369.743961607594,58261.94409480279,1380.0,59641.94409480279
14136.290335049805,59466.098461184716,1845.0,61311.098461184716
15884.041191242357,62211.60988455937,3060.0,65271.60988455937
16053.10997320334,62477.197093723225,3540.0,66017.19709372323
17524.20593153567,64788.11614958935,3780.0,68568.11614958935
19071.944899608236,67219.43237649277,4200.0,71419.43237649277
19130.62782102193,67311.61635713707,4590.0,71901.61635713707
18996.519368403886,67100.94772131328,4560.0,71660.94772131328
19192.6257495352,67409.00782477997,4500.0,71909.00782477997
19246.746546322887,67494.02524319306,4470.0,71964.02524319306
19238.862574830266,67481.64044949213,3810.0,71291.64044949213
19263.729687921656,67520.70376496232,1980.0,69500.70376496232
19127.01642401664,67305.94327639033,1875.0,69180.94327639033
19095.75982853425,67256.84283415701,2250.0,69506.84283415701
19390.794320433735,67720.3073862867,2355.0,70075.3073862867
22309.318363164082,72304.96604648363,2355.0,74659.96604648363
22492.815633728605,72593.21871745668,2325.0,74918.21871745668
21175.631533562297,70524.07712277184,2415.0,72939.07712277184
19703.043366050693,68210.81398145827,2190.0,70400.81398145827
17445.24994056952,64664.08555657125,1860.0,66524.08555657126
15280.084060437235,61262.86413170855,1710.0,62972.86413170855
13343.76310644734,58221.131221286654,1680.0,59901.131221286654
13011.902168759956,57699.81664594871,1635.0,59334.81664594871
13323.6359519254,58189.513824296555,1380.0,59569.513824296555
13408.127594361795,58322.24027593404,1380.0,59702.24027593404
14099.0569231221,59407.609141945344,1845.0,61252.609141945344
15612.78742943362,61785.502067738365,3060.0,64845.502067738365
16053.10997320334,62477.197093723225,3540.0,66017.19709372323
17524.20593153567,64788.11614958935,3780.0,68568.11614958935
19254.981625857698,67506.96158641104,4200.0,71706.96158641104
19255.373772502207,67507.57760275474,4590.0,72097.57760275474
18996.519368403886,67100.94772131328,4560.0,71660.94772131328
19276.205423030853,67540.30168026927,4500.0,72040.30168026927
19264.27686928609,67521.56332265123,4470.0,71991.56332265123
19238.862574830266,67481.64044949213,3810.0,71291.64044949213
19232.693104946222,67471.94893654977,1980.0,69451.94893654977
19191.39231154286,67407.07023848958,1875.0,69282.07023848958
19041.08159073154,67170.94974134838,2250.0,69420.94974134838
19381.031692923203,67704.97144452055,2355.0,70059.97144452055
22285.693807754433,72267.8546432653,2355.0,74622.8546432653
22446.624406880568,72520.65772255193,2325.0,74845.65772255193
21926.295967901675,71703.2828272334,2415.0,74118.2828272334
19329.15433972971,67623.47821263196,2190.0,69813.47821263196
17426.766610063245,64635.05041413823,1860.0,66495.05041413824
15165.445004742616,61082.77963290297,1710.0,62792.77963290297
13256.844486667424,58084.59227314985,1680.0,59764.59227314985
12840.586523321244,57430.6998780248,1635.0,59065.6998780248
13032.18663792417,57731.68116577436,1380.0,59111.68116577436
13080.380776558288,57807.38849996954,1380.0,59187.38849996954
13921.75192166514,59129.083798818334,1845.0,60974.083798818334
16073.47879949457,62509.19412869257,3060.0,65569.19412869257
16449.204303269955,63099.414788012255,3540.0,66639.41478801225
17328.41075980539,64480.54491955822,3780.0,68260.54491955822
19591.185815625304,68035.0989009046,4200.0,72235.0989009046
19805.329802443106,68371.4939654369,4590.0,72961.4939654369
19721.387621293503,68239.6306529787,4560.0,72799.6306529787
20189.517238027292,68975.00732626641,4500.0,73475.00732626641
20517.871655137566,69490.81356941463,4470.0,73960.81356941463
20584.832974610752,69596.00194159392,3810.0,73406.00194159392
20797.81192110676,69930.56686454693,1980.0,71910.56686454693
20756.506567858698,69865.68100350599,1875.0,71740.68100350599
20018.91976812941,68707.01872780916,2250.0,70957.01872780916
20104.038389212557,68840.73008929852,2355.0,71195.73008929852
23550.17294291353,74254.20292505708,2355.0,76609.20292505708
23597.843839367903,74329.08830721224,2325.0,76654.08830721224
21743.669627675547,71416.39828558183,2415.0,73831.39828558183
18609.341814655276,66492.73723586297,2190.0,68682.73723586297
16644.842160357955,63406.73889520782,1860.0,65266.73889520782
15003.884007086206,60828.98627152893,1710.0,62538.98627152893
13316.822403976963,58178.81054032455,1680.0,59858.81054032455
12875.255022603144,57485.16002059744,1635.0,59120.16002059744
13000.938022170014,57682.59325875735,1380.0,59062.59325875735
13122.795312030521,57874.01675607568,1380.0,59254.01675607568
14457.65451022937,59970.923854857225,1845.0,61815.923854857225
16654.403014740354,63421.75787507619,3060.0,66481.75787507619
16866.547509655593,63755.011972553606,3540.0,67295.0119725536
17775.217402743707,65182.42570415654,3780.0,68962.42570415654
19591.185815625304,68035.0989009046,4200.0,72235.0989009046
19792.17921031776,68350.8359289803,4590.0,72940.8359289803
19721.387621293503,68239.6306529787,4560.0,72799.6306529787
20073.792939293206,68793.2180380445,4500.0,73293.2180380445
20156.079896815383,68922.4811884938,4470.0,73392.4811884938
20130.665602359557,68882.55831533468,3810.0,72692.55831533468
20780.68970424453,69903.66987186504,1980.0,71883.66987186504
20537.647701617316,69521.87941688766,1875.0,71396.87941688766
20022.756877447537,68713.0463761026,2250.0,70963.0463761026
20096.63320141382,68829.09740857541,2355.0,71184.09740857541
23528.28340841363,74219.81703601065,2355.0,76574.81703601065
23602.72971296787,74336.76344107607,2325.0,76661.76344107607
21391.69065515563,70863.48063921527,2415.0,73278.48063921527
18816.490999697668,66818.1442879388,2190.0,69008.1442879388
17234.10177172202,64332.396570385696,1860.0,66192.3965703857
14771.64085667842,60464.15954569105,1710.0,62174.15954569105
13226.52151938811,58036.95845122323,1680.0,59716.95845122323
12844.644785107503,57437.07493088416,1635.0,59072.07493088416
12919.979119417781,57555.416326448845,1380.0,58935.416326448845
13069.391550822473,57790.125716384086,1380.0,59170.125716384086
14346.646230880036,59796.54287946654,1845.0,61641.54287946654
16684.28709696693,63468.70226010649,3060.0,66528.70226010648
16858.437825850142,63742.27261130602,3540.0,67282.27261130602
17665.21342919036,65009.62237527405,3780.0,68789.62237527405
19591.185815625304,68035.0989009046,4200.0,72235.0989009046
19805.329802443106,68371.4939654369,4590.0,72961.4939654369
19734.538213418844,68260.28868943529,4560.0,72820.28868943529
20260.169751788097,69085.99413135542,4500.0,73585.99413135542
20667.89054588785,69726.47563578842,4470.0,74196.47563578842
20642.476251432017,69686.55276262932,3810.0,73496.55276262932
20797.81192110676,69930.56686454693,1980.0,71910.56686454693
20721.16093163831,69810.15715829334,1875.0,71685.15715829334
20072.356588211554,68790.96169911113,2250.0,71040.96169911113
20145.95476165091,68906.57578975873,2355.0,71261.57578975873
23550.17294291353,74254.20292505708,2355.0,76609.20292505708
23616.09233787193,74357.7545561371,2325.0,76682.7545561371
21942.592852872538,71728.88332040116,2415.0,74143.88332040116
18609.341814655276,66492.73723586297,2190.0,68682.73723586297
16848.96816836183,63727.39689105248,1860.0,65587.39689105249
14905.443799701326,60674.3482618052,1710.0,62384.3482618052
13316.822403976963,58178.81054032455,1680.0,59858.81054032455
12875.255022603144,57485.16002059744,1635.0,59120.16002059744
13000.938022170014,57682.59325875735,1380.0,59062.59325875735
13122.795312030521,57874.01675607568,1380.0,59254.01675607568
14457.65451022937,59970.923854857225,1845.0,61815.923854857225
16654.403014740354,63421.75787507619,3060.0,66481.75787507619
16866.547509655593,63755.011972553606,3540.0,67295.0119725536
17826.13946847179,65262.41829157993,3780.0,69042.41829157993
19591.185815625304,68035.0989009046,4200.0,72235.0989009046
20038.075675729473,68737.11040990148,4590.0,73327.11040990148
19973.886741836104,68636.2771300126,4560.0,73196.2771300126
20185.538773523353,68968.75762557001,4500.0,73468.75762557001
20299.970356283953,69148.51620875187,4470.0,73618.51620875187
20492.457360681736,69450.89069625553,3810.0,73260.89069625553
20780.68970424453,69903.66987186504,1980.0,71883.66987186504
20756.506567858698,69865.68100350599,1875.0,71740.68100350599
20137.840518000754,68893.8292655304,2250.0,71143.8292655304
20256.348601926424,69079.99155349458,2355.0,71434.99155349458
22972.723329331937,73347.09736999798,2355.0,75702.09736999798
23038.642724290345,73450.64900107803,2325.0,75775.64900107803
22710.958604351512,72935.89571609869,2415.0,75350.89571609869
19393.7399801123,67724.9346718453,2190.0,69914.9346718453
17429.23918585381,64638.93454044497,1860.0,66498.93454044497
14914.177042270008,60688.06716066911,1710.0,62398.06716066911
13363.152706088458,58251.5900061419,1680.0,59931.5900061419
12924.968729484755,57563.25441812451,1635.0,59198.25441812451
13035.606521451911,57737.05340132999,1380.0,59117.05340132999
13157.463811312418,57928.47689864833,1380.0,59308.47689864833
14492.323009511265,60025.38399742986,1845.0,61870.38399742986
16641.108787506844,63400.87420472626,3060.0,66460.87420472625
16898.98852479976,63805.972999034355,3540.0,67345.97299903436
18033.52348551641,65588.19423716392,3780.0,69368.19423716392
19591.185815625304,68035.0989009046,4200.0,72235.0989009046
19792.17921031776,68350.8359289803,4590.0,72940.8359289803
19721.387621293503,68239.6306529787,4560.0,72799.6306529787
19994.442521760182,68668.56784719232,4500.0,73168.56784719232
